timestamp,open,high,low,close,volume
2024-01-02T00:00:00,2072.7,2088.1,2064.3,2067.6,0.0
2024-01-03T00:00:00,2067.9,2074.3,2038.3,2049.4,0.0
2024-01-04T00:00:00,2049.3,2058.1,2043.3,2050.8,0.0
2024-01-05T00:00:00,2051.4,2071.1,2030.8,2052.6,0.0
2024-01-08T00:00:00,2052.6,2053.3,2022.7,2034.1,0.0
2024-01-09T00:00:00,2034.5,2048.6,2031.9,2035.9,0.0
2024-01-10T00:00:00,2036.0,2046.2,2025.9,2029.6,0.0
2024-01-11T00:00:00,2029.4,2056.1,2017.3,2033.0,0.0
2024-01-12T00:00:00,2033.2,2067.3,2033.1,2053.4,0.0
2024-01-15T00:00:00,2053.4,2062.8,2049.5,2059.0,0.0
2024-01-16T00:00:00,2053.4,2062.8,2027.6,2031.7,0.0
2024-01-17T00:00:00,2031.7,2036.1,2004.6,2008.8,0.0
2024-01-18T00:00:00,2009.1,2025.6,2007.7,2025.1,0.0
2024-01-19T00:00:00,2027.4,2041.9,2022.2,2031.8,0.0
2024-01-22T00:00:00,2031.8,2034.1,2020.6,2023.0,0.0
2024-01-23T00:00:00,2023.2,2039.3,2020.8,2030.5,0.0
2024-01-24T00:00:00,2030.7,2037.9,2011.7,2014.3,0.0
2024-01-25T00:00:00,2014.8,2025.6,2004.0,2020.9,0.0
2024-01-26T00:00:00,2021.0,2024.7,2015.6,2018.1,0.0
2024-01-29T00:00:00,2043.0,2056.2,2037.7,2051.4,0.0
2024-01-30T00:00:00,2051.5,2068.0,2047.1,2055.2,0.0
2024-01-31T00:00:00,2055.3,2074.6,2048.8,2057.7,0.0
2024-02-01T00:00:00,2057.9,2083.2,2046.4,2072.2,0.0
2024-02-02T00:00:00,2072.0,2074.7,2044.2,2057.0,0.0
2024-02-05T00:00:00,2057.9,2059.1,2030.8,2041.4,0.0
2024-02-06T00:00:00,2041.4,2055.3,2038.8,2052.4,0.0
2024-02-07T00:00:00,2052.6,2061.3,2046.4,2050.8,0.0
2024-02-08T00:00:00,2051.0,2053.8,2034.6,2049.6,0.0
2024-02-09T00:00:00,2049.7,2051.9,2034.3,2038.6,0.0
2024-02-12T00:00:00,2038.2,2041.8,2025.4,2033.8,0.0
2024-02-13T00:00:00,2033.7,2047.3,2002.8,2005.8,0.0
2024-02-14T00:00:00,2006.3,2008.8,1996.4,2005.0,0.0
2024-02-15T00:00:00,2004.8,2020.2,2001.8,2015.9,0.0
2024-02-16T00:00:00,2016.1,2027.2,2006.6,2025.2,0.0
2024-02-19T00:00:00,2027.7,2034.3,2023.9,2029.3,0.0
2024-02-20T00:00:00,2027.7,2042.7,2023.9,2035.8,0.0
2024-02-21T00:00:00,2036.2,2043.5,2030.9,2036.8,0.0
2024-02-22T00:00:00,2036.5,2045.5,2029.3,2034.2,0.0
2024-02-23T00:00:00,2034.1,2053.2,2025.4,2045.7,0.0
2024-02-26T00:00:00,2044.2,2046.8,2034.1,2040.9,0.0
2024-02-27T00:00:00,2041.2,2049.1,2038.1,2039.4,0.0
2024-02-28T00:00:00,2039.7,2047.4,2033.4,2043.5,0.0
2024-02-29T00:00:00,2043.8,2059.4,2036.0,2052.6,0.0
2024-03-01T00:00:00,2052.8,2097.1,2047.0,2091.6,0.0
2024-03-04T00:00:00,2091.6,2128.4,2088.1,2122.9,0.0
2024-03-05T00:00:00,2123.3,2150.5,2118.5,2136.3,0.0
2024-03-06T00:00:00,2136.4,2160.7,2131.9,2156.4,0.0
2024-03-07T00:00:00,2156.7,2172.2,2151.7,2167.3,0.0
2024-03-08T00:00:00,2166.6,2203.0,2161.2,2186.1,0.0
2024-03-11T00:00:00,2187.6,2195.5,2180.9,2189.0,0.0
2024-03-12T00:00:00,2189.1,2190.8,2156.2,2163.7,0.0
2024-03-13T00:00:00,2163.6,2185.6,2161.3,2179.4,0.0
2024-03-14T00:00:00,2179.5,2181.3,2157.0,2166.3,0.0
2024-03-15T00:00:00,2166.2,2176.9,2158.7,2159.4,0.0
2024-03-18T00:00:00,2159.9,2167.2,2149.2,2163.8,0.0
2024-03-19T00:00:00,2164.0,2166.3,2150.2,2160.8,0.0
2024-03-20T00:00:00,2161.4,2192.2,2152.3,2189.4,0.0
2024-03-21T00:00:00,2190.2,2225.3,2168.2,2183.2,0.0
2024-03-22T00:00:00,2183.4,2188.0,2158.4,2166.5,0.0
2024-03-25T00:00:00,2166.6,2182.5,2164.4,2173.0,0.0
2024-03-26T00:00:00,2173.0,2200.6,2168.3,2179.5,0.0
2024-03-27T00:00:00,2200.5,2218.3,2193.7,2215.4,0.0
2024-03-28T00:00:00,2215.7,2256.9,2207.5,2254.7,0.0
2024-04-01T00:00:00,2259.2,2286.4,2249.1,2272.5,0.0
2024-04-02T00:00:00,2272.7,2301.9,2267.1,2301.1,0.0
2024-04-03T00:00:00,2301.7,2321.8,2285.7,2320.9,0.0
2024-04-04T00:00:00,2321.0,2325.3,2298.7,2310.3,0.0
2024-04-05T00:00:00,2309.5,2350.0,2286.2,2349.1,0.0
2024-04-08T00:00:00,2343.6,2372.5,2321.7,2358.4,0.0
2024-04-09T00:00:00,2358.1,2384.5,2355.7,2371.6,0.0
2024-04-10T00:00:00,2372.4,2378.1,2337.1,2352.4,0.0
2024-04-11T00:00:00,2351.7,2395.6,2343.1,2390.3,0.0
2024-04-12T00:00:00,2389.4,2448.8,2350.6,2360.0,0.0
2024-04-15T00:00:00,2369.4,2404.3,2340.2,2399.3,0.0
2024-04-16T00:00:00,2399.3,2414.8,2379.2,2399.5,0.0
2024-04-17T00:00:00,2399.5,2412.0,2370.7,2375.9,0.0
2024-04-18T00:00:00,2375.9,2408.0,2375.9,2394.3,0.0
2024-04-19T00:00:00,2394.3,2433.3,2386.8,2406.6,0.0
2024-04-22T00:00:00,2406.6,2406.6,2338.2,2341.1,0.0
2024-04-23T00:00:00,2341.1,2347.9,2304.6,2335.7,0.0
2024-04-24T00:00:00,2335.7,2350.9,2324.8,2328.9,0.0
2024-04-25T00:00:00,2328.9,2357.6,2316.4,2344.5,0.0
2024-04-26T00:00:00,2344.2,2364.4,2338.0,2349.6,0.0
2024-04-29T00:00:00,2349.6,2358.6,2331.0,2347.1,0.0
2024-04-30T00:00:00,2347.1,2347.6,2296.2,2297.0,0.0
2024-05-01T00:00:00,2297.0,2339.5,2291.7,2329.8,0.0
2024-05-02T00:00:00,2329.8,2336.1,2294.3,2313.2,0.0
2024-05-03T00:00:00,2313.2,2330.7,2285.2,2310.0,0.0
2024-05-06T00:00:00,2310.0,2341.9,2300.6,2332.6,0.0
2024-05-07T00:00:00,2334.8,2338.7,2318.2,2322.3,0.0
2024-05-08T00:00:00,2322.3,2329.6,2311.4,2315.8,0.0
2024-05-09T00:00:00,2315.8,2354.2,2312.9,2353.0,0.0
2024-05-10T00:00:00,2353.0,2385.3,2352.0,2366.8,0.0
2024-05-13T00:00:00,2366.8,2370.8,2337.6,2342.1,0.0
2024-05-14T00:00:00,2342.1,2365.2,2340.5,2363.5,0.0
