timestamp,open,high,low,close,volume
2024-01-02T00:00:00,5972.0,6045.0,5963.0,6036.0,148856.0
2024-01-03T00:00:00,6010.0,6036.0,5968.0,5976.0,292811.0
2024-01-04T00:00:00,5927.0,5939.0,5853.0,5862.0,392553.0
2024-01-05T00:00:00,5863.0,5920.0,5828.0,5894.0,314759.0
2024-01-08T00:00:00,5888.0,5951.0,5844.0,5894.0,421032.0
2024-01-09T00:00:00,5879.0,5922.0,5867.0,5903.0,232868.0
2024-01-10T00:00:00,5910.0,5936.0,5870.0,5876.0,224977.0
2024-01-11T00:00:00,5888.0,5914.0,5877.0,5903.0,204439.0
2024-01-12T00:00:00,5910.0,5951.0,5829.0,5895.0,424975.0
2024-01-15T00:00:00,5924.0,5995.0,5917.0,5980.0,337184.0
2024-01-16T00:00:00,5971.0,5979.0,5942.0,5956.0,126631.0
2024-01-17T00:00:00,5949.0,5971.0,5899.0,5901.0,214517.0
2024-01-18T00:00:00,5924.0,5930.0,5866.0,5908.0,310406.0
2024-01-19T00:00:00,5902.0,5928.0,5873.0,5913.0,273379.0
2024-01-22T00:00:00,5921.0,5933.0,5751.0,5753.0,519980.0
2024-01-23T00:00:00,5779.0,5819.0,5743.0,5814.0,423401.0
2024-01-24T00:00:00,5807.0,5850.0,5797.0,5847.0,304836.0
2024-01-25T00:00:00,5890.0,5905.0,5858.0,5885.0,390250.0
2024-01-26T00:00:00,5890.0,5918.0,5870.0,5911.0,329306.0
2024-01-29T00:00:00,5906.0,5936.0,5877.0,5930.0,334406.0
2024-01-30T00:00:00,5939.0,5977.0,5905.0,5968.0,329647.0
2024-01-31T00:00:00,5956.0,5982.0,5936.0,5946.0,347442.0
2024-02-01T00:00:00,5957.0,5978.0,5913.0,5923.0,351377.0
2024-02-02T00:00:00,5889.0,5956.0,5852.0,5943.0,567531.0
2024-02-05T00:00:00,5943.0,5951.0,5842.0,5856.0,566088.0
2024-02-06T00:00:00,5839.0,5855.0,5813.0,5824.0,336477.0
2024-02-07T00:00:00,5816.0,5840.0,5768.0,5782.0,321494.0
2024-02-08T00:00:00,5786.0,5833.0,5778.0,5825.0,283710.0
2024-02-19T00:00:00,5988.0,5992.0,5930.0,5951.0,227231.0
2024-02-20T00:00:00,5949.0,5952.0,5922.0,5927.0,206221.0
2024-02-21T00:00:00,5950.0,5957.0,5931.0,5946.0,264109.0
2024-02-22T00:00:00,5941.0,5951.0,5906.0,5934.0,268724.0
2024-02-23T00:00:00,5936.0,5940.0,5870.0,5882.0,343401.0
2024-02-26T00:00:00,5901.0,5941.0,5881.0,5908.0,375350.0
2024-02-27T00:00:00,5868.0,5885.0,5857.0,5879.0,300624.0
2024-02-28T00:00:00,5888.0,5898.0,5848.0,5857.0,306399.0
2024-02-29T00:00:00,5850.0,5880.0,5848.0,5874.0,231977.0
2024-03-01T00:00:00,5850.0,5923.0,5843.0,5914.0,462134.0
2024-03-04T00:00:00,5914.0,6000.0,5891.0,5984.0,632286.0
2024-03-05T00:00:00,5989.0,6119.0,5984.0,6110.0,858618.0
2024-03-06T00:00:00,6124.0,6182.0,6082.0,6104.0,799933.0
2024-03-07T00:00:00,6120.0,6178.0,6105.0,6141.0,689646.0
2024-03-08T00:00:00,6152.0,6179.0,6124.0,6163.0,539456.0
2024-03-11T00:00:00,6166.0,6190.0,6114.0,6157.0,781039.0
2024-03-12T00:00:00,6161.0,6180.0,6145.0,6155.0,366586.0
2024-03-13T00:00:00,6155.0,6157.0,6104.0,6146.0,512523.0
2024-03-14T00:00:00,6176.0,6349.0,6166.0,6287.0,994770.0
2024-03-15T00:00:00,6280.0,6387.0,6247.0,6344.0,711923.0
2024-03-18T00:00:00,6345.0,6424.0,6304.0,6328.0,912764.0
2024-03-19T00:00:00,6364.0,6382.0,6291.0,6305.0,514436.0
2024-03-20T00:00:00,6306.0,6341.0,6270.0,6329.0,426573.0
2024-03-21T00:00:00,6303.0,6511.0,6299.0,6499.0,801060.0
